Genişletilmiş Sentetik Gönüllü ve Eğitim Veri Seti;;;;;;;
;;;;;;;
Başlık;Açıklama;;;;;;
Veri Niteliği;Tüm kişi, hesap, eğitim, sertifika, katılım ve sınav bilgileri tamamen sentetiktir.;;;;;;
Eğitim Türleri;Afet Farkındalık, Depremde Arama ve Kurtarma, Enkazda Arama ve Kurtarma Temel, Navigasyon, Kampçılık, Haberleşme ve Yangın Farkındalık.;;;;;;
Tarih Biçimi;"Tarih alanları gg.aa.yyyy; tarih-saat alanları gg.aa.yyyy ss:dd biçiminde gösterilir.";;;;;;
İlişkiler;Gönüllü ID, Eğitmen ID, Merkez Sorumlu ID, Eğitim ID ve Sınav ID alanları sayfalar arasında ilişki kurar.;;;;;;
Hesaplar;Her gönüllü, eğitmen ve merkez eğitim sorumlusu e-posta ve sentetik şifre ile bir hesaba bağlıdır.;;;;;;
Sınavlar;Katılımcı bazında sınava girme durumu, alınan puan ve geçti/kaldı bilgisi bulunur.;;;;;;
Referans Tarihi;17.07.2026;;;;;;
Yeni Seviyeli Eğitimler;Kentsel Arama Kurtarma, Su Arama Kurtarma ve Doğada Arama Kurtarma eğitimleri Seviye 1-5 olarak eklenmiştir.;;;;;;
Seviye Yapısı;"Her eğitim grubu için 5 seviye vardır; süre ve geçme puanı seviyeye göre artar.";;;;;;
Toplam Yeni Eğitim;15;;;;;;

Gönüllü ID;Ad Soyad;Telefon;Telefon Son Güncelleme;E-posta;Şifre;İl;Bölge;Aldığı Eğitimler;Uzmanlık Alanı;Durum;
SNC-0107;SNV-0006;EĞT-0008;Haberleşme Eğitimi;GNL-0056;Umut Şahin;Girdi;72;100;60;Geçti;Isparta;Isparta Koordinasyon Merkezi;07.02.2026 17:00;
SNC-0108;SNV-0007;EĞT-0009;Yangın Farkındalık Eğitimi;GNL-0063;Derya Kaya;Girdi;100;100;60;Geçti;Aydın;Aydın Saha Eğitim Alanı;28.06.2026 17:00;
SNC-0109;SNV-0007;EĞT-0009;Yangın Farkındalık Eğitimi;GNL-0023;İrem Aslan;Girdi;88;100;60;Geçti;Aydın;Aydın Saha Eğitim Alanı;28.06.2026 17:00;
SNC-0110;SNV-0007;EĞT-0009;Yangın Farkındalık Eğitimi;GNL-0019;Melis Öztürk;Girdi;83;100;60;Geçti;Aydın;Aydın Saha Eğitim Alanı;28.06.2026 17:00;
SNC-0111;SNV-0007;EĞT-0009;Yangın Farkındalık Eğitimi;GNL-0010;Hakan Doğan;Girdi;87;100;60;Geçti;Aydın;Aydın Saha Eğitim Alanı;28.06.2026 17:00;
SNC-0112;SNV-0007;EĞT-0009;Yangın Farkındalık Eğitimi;GNL-0039;Furkan Kurt;Girdi;50;100;60;Kaldı;Aydın;Aydın Saha Eğitim Alanı;28.06.2026 17:00;
SNC-0113;SNV-0007;EĞT-0009;Yangın Farkındalık Eğitimi;GNL-0055;İrem Çelik;Girdi;87;100;60;Geçti;Aydın;Aydın Saha Eğitim Alanı;28.06.2026 17:00;
SNC-0114;SNV-0007;EĞT-0009;Yangın Farkındalık Eğitimi;GNL-0072;Emre Özdemir;Girdi;87;100;60;Geçti;Aydın;Aydın Saha Eğitim Alanı;28.06.2026 17:00;
SNC-0115;SNV-0007;EĞT-0009;Yangın Farkındalık Eğitimi;GNL-0069;Elif Çelik;Girdi;90;100;60;Geçti;Aydın;Aydın Saha Eğitim Alanı;28.06.2026 17:00;
SNC-0116;SNV-0007;EĞT-0009;Yangın Farkındalık Eğitimi;GNL-0078;Mert Kara;Girdi;40;100;60;Kaldı;Aydın;Aydın Saha Eğitim Alanı;28.06.2026 17:00;
SNC-0117;SNV-0007;EĞT-0009;Yangın Farkındalık Eğitimi;GNL-0030;Hakan Çetin;Girdi;60;100;60;Geçti;Aydın;Aydın Saha Eğitim Alanı;28.06.2026 17:00;
SNC-0118;SNV-0007;EĞT-0009;Yangın Farkındalık Eğitimi;GNL-0043;Nazlı Doğan;Girdi;80;100;60;Geçti;Aydın;Aydın Saha Eğitim Alanı;28.06.2026 17:00;
SNC-0119;SNV-0007;EĞT-0009;Yangın Farkındalık Eğitimi;GNL-0024;Melis Yılmaz;Girmedi;;100;60;Değerlendirilmedi;Aydın;Aydın Saha Eğitim Alanı;28.06.2026 17:00;
SNC-0120;SNV-0007;EĞT-0009;Yangın Farkındalık Eğitimi;GNL-0064;Hakan Aslan;Girmedi;;100;60;Değerlendirilmedi;Aydın;Aydın Saha Eğitim Alanı;28.06.2026 17:00;
SNC-0121;SNV-0007;EĞT-0009;Yangın Farkındalık Eğitimi;GNL-0032;Selin Aslan;Girdi;52;100;60;Kaldı;Aydın;Aydın Saha Eğitim Alanı;28.06.2026 17:00;
SNC-0122;SNV-0007;EĞT-0009;Yangın Farkındalık Eğitimi;GNL-0074;Ayşe Özdemir;Girdi;83;100;60;Geçti;Aydın;Aydın Saha Eğitim Alanı;28.06.2026 17:00;
SNC-0123;SNV-0007;EĞT-0009;Yangın Farkındalık Eğitimi;GNL-0017;Pelin Aydın;Girmedi;;100;60;Değerlendirilmedi;Aydın;Aydın Saha Eğitim Alanı;28.06.2026 17:00;
SNC-0124;SNV-0007;EĞT-0009;Yangın Farkındalık Eğitimi;GNL-0007;Elif Çelik;Girdi;73;100;60;Geçti;Aydın;Aydın Saha Eğitim Alanı;28.06.2026 17:00;
SNC-0125;SNV-0007;EĞT-0009;Yangın Farkındalık Eğitimi;GNL-0004;Umut Doğan;Girdi;86;100;60;Geçti;Aydın;Aydın Saha Eğitim Alanı;28.06.2026 17:00;
SNC-0126;SNV-0007;EĞT-0009;Yangın Farkındalık Eğitimi;GNL-0020;Zeynep Kaya;Girdi;81;100;60;Geçti;Aydın;Aydın Saha Eğitim Alanı;28.06.2026 17:00;
SNC-0127;SNV-0007;EĞT-0009;Yangın Farkındalık Eğitimi;GNL-0073;Pelin Yılmaz;Girdi;35;100;60;Kaldı;Aydın;Aydın Saha Eğitim Alanı;28.06.2026 17:00;
SNC-0128;SNV-0007;EĞT-0009;Yangın Farkındalık Eğitimi;GNL-0016;Ece Doğan;Girdi;99;100;60;Geçti;Aydın;Aydın Saha Eğitim Alanı;28.06.2026 17:00;
SNC-0129;SNV-0007;EĞT-0009;Yangın Farkındalık Eğitimi;GNL-0009;Selin Aslan;Girdi;43;100;60;Kaldı;Aydın;Aydın Saha Eğitim Alanı;28.06.2026 17:00;
SNC-0130;SNV-0007;EĞT-0009;Yangın Farkındalık Eğitimi;GNL-0076;Elif Şimşek;Girdi;55;100;60;Kaldı;Aydın;Aydın Saha Eğitim Alanı;28.06.2026 17:00;
SNC-0131;SNV-0007;EĞT-0009;Yangın Farkındalık Eğitimi;GNL-0046;Barış Yıldız;Girdi;86;100;60;Geçti;Aydın;Aydın Saha Eğitim Alanı;28.06.2026 17:00;
SNC-0132;SNV-0007;EĞT-0009;Yangın Farkındalık Eğitimi;GNL-0033;Ece Özdemir;Girdi;76;100;60;Geçti;Aydın;Aydın Saha Eğitim Alanı;28.06.2026 17:00;
SNC-0133;SNV-0007;EĞT-0009;Yangın Farkındalık Eğitimi;GNL-0036;Ayşe Şimşek;Girdi;79;100;60;Geçti;Aydın;Aydın Saha Eğitim Alanı;28.06.2026 17:00;
SNC-0134;SNV-0007;EĞT-0009;Yangın Farkındalık Eğitimi;GNL-0031;Hakan Yıldız;Girdi;88;100;60;Geçti;Aydın;Aydın Saha Eğitim Alanı;28.06.2026 17:00;
SNC-0135;SNV-0007;EĞT-0009;Yangın Farkındalık Eğitimi;GNL-0022;Elif Çetin;Girdi;99;100;60;Geçti;Aydın;Aydın Saha Eğitim Alanı;28.06.2026 17:00;
SNC-0136;SNV-0007;EĞT-0009;Yangın Farkındalık Eğitimi;GNL-0035;Zeynep Polat;Girdi;46;100;60;Kaldı;Aydın;Aydın Saha Eğitim Alanı;28.06.2026 17:00;
SNC-0137;SNV-0008;EĞT-0011;Depremde Arama ve Kurtarma Eğitimi;GNL-0058;Melis Kılıç;Girdi;43;100;60;Kaldı;Elazığ;Elazığ Saha Eğitim Alanı;10.06.2026 21:00;
SNC-0138;SNV-0008;EĞT-0011;Depremde Arama ve Kurtarma Eğitimi;GNL-0005;Aslı Yıldız;Girmedi;;100;60;Değerlendirilmedi;Elazığ;Elazığ Saha Eğitim Alanı;10.06.2026 21:00;
SNC-0139;SNV-0008;EĞT-0011;Depremde Arama ve Kurtarma Eğitimi;GNL-0039;Furkan Kurt;Girmedi;;100;60;Değerlendirilmedi;Elazığ;Elazığ Saha Eğitim Alanı;10.06.2026 21:00;
SNC-0140;SNV-0008;EĞT-0011;Depremde Arama ve Kurtarma Eğitimi;GNL-0006;Cem Şahin;Girmedi;;100;60;Değerlendirilmedi;Elazığ;Elazığ Saha Eğitim Alanı;10.06.2026 21:00;
SNC-0141;SNV-0008;EĞT-0011;Depremde Arama ve Kurtarma Eğitimi;GNL-0041;Selin Polat;Girdi;84;100;60;Geçti;Elazığ;Elazığ Saha Eğitim Alanı;10.06.2026 21:00;
SNC-0142;SNV-0008;EĞT-0011;Depremde Arama ve Kurtarma Eğitimi;GNL-0066;Barış Kaya;Girdi;83;100;60;Geçti;Elazığ;Elazığ Saha Eğitim Alanı;10.06.2026 21:00;
SNC-0143;SNV-0008;EĞT-0011;Depremde Arama ve Kurtarma Eğitimi;GNL-0010;Hakan Doğan;Girdi;73;100;60;Geçti;Elazığ;Elazığ Saha Eğitim Alanı;10.06.2026 21:00;
SNC-0144;SNV-0008;EĞT-0011;Depremde Arama ve Kurtarma Eğitimi;GNL-0043;Nazlı Doğan;Girdi;86;100;60;Geçti;Elazığ;Elazığ Saha Eğitim Alanı;10.06.2026 21:00;
SNC-0145;SNV-0008;EĞT-0011;Depremde Arama ve Kurtarma Eğitimi;GNL-0012;Elif Kara;Girdi;84;100;60;Geçti;Elazığ;Elazığ Saha Eğitim Alanı;10.06.2026 21:00;
SNC-0146;SNV-0008;EĞT-0011;Depremde Arama ve Kurtarma Eğitimi;GNL-0059;Tuğçe Doğan;Girmedi;;100;60;Değerlendirilmedi;Elazığ;Elazığ Saha Eğitim Alanı;10.06.2026 21:00;
SNC-0147;SNV-0008;EĞT-0011;Depremde Arama ve Kurtarma Eğitimi;GNL-0028;Hakan Şahin;Girdi;99;100;60;Geçti;Elazığ;Elazığ Saha Eğitim Alanı;10.06.2026 21:00;
SNC-0148;SNV-0008;EĞT-0011;Depremde Arama ve Kurtarma Eğitimi;GNL-0080;Buse Kaya;Girdi;43;100;60;Kaldı;Elazığ;Elazığ Saha Eğitim Alanı;10.06.2026 21:00;
SNC-0149;SNV-0008;EĞT-0011;Depremde Arama ve Kurtarma Eğitimi;GNL-0065;Aslı Polat;Girdi;70;100;60;Geçti;Elazığ;Elazığ Saha Eğitim Alanı;10.06.2026 21:00;
SNC-0150;SNV-0008;EĞT-0011;Depremde Arama ve Kurtarma Eğitimi;GNL-0073;Pelin Yılmaz;Girdi;95;100;60;Geçti;Elazığ;Elazığ Saha Eğitim Alanı;10.06.2026 21:00;
SNC-0151;SNV-0008;EĞT-0011;Depremde Arama ve Kurtarma Eğitimi;GNL-0048;Mert Polat;Girdi;74;100;60;Geçti;Elazığ;Elazığ Saha Eğitim Alanı;10.06.2026 21:00;
SNC-0152;SNV-0008;EĞT-0011;Depremde Arama ve Kurtarma Eğitimi;GNL-0050;Hakan Özdemir;Girdi;51;100;60;Kaldı;Elazığ;Elazığ Saha Eğitim Alanı;10.06.2026 21:00;
SNC-0153;SNV-0008;EĞT-0011;Depremde Arama ve Kurtarma Eğitimi;GNL-0072;Emre Özdemir;Girdi;43;100;60;Kaldı;Elazığ;Elazığ Saha Eğitim Alanı;10.06.2026 21:00;
SNC-0154;SNV-0008;EĞT-0011;Depremde Arama ve Kurtarma Eğitimi;GNL-0074;Ayşe Özdemir;Girdi;43;100;60;Kaldı;Elazığ;Elazığ Saha Eğitim Alanı;10.06.2026 21:00;
SNC-0155;SNV-0009;EĞT-0013;Haberleşme Eğitimi;GNL-0040;Selin Özdemir;Girdi;75;100;60;Geçti;Adıyaman;Adıyaman Eğitim Merkezi;23.02.2026 18:00;
SNC-0156;SNV-0009;EĞT-0013;Haberleşme Eğitimi;GNL-0010;Hakan Doğan;Girdi;85;100;60;Geçti;Adıyaman;Adıyaman Eğitim Merkezi;23.02.2026 18:00;
SNC-0157;SNV-0009;EĞT-0013;Haberleşme Eğitimi;GNL-0034;Onur Aydın;Girdi;61;100;60;Geçti;Adıyaman;Adıyaman Eğitim Merkezi;23.02.2026 18:00;
SNC-0158;SNV-0009;EĞT-0013;Haberleşme Eğitimi;GNL-0065;Aslı Polat;Girdi;83;100;60;Geçti;Adıyaman;Adıyaman Eğitim Merkezi;23.02.2026 18:00;
SNC-0159;SNV-0009;EĞT-0013;Haberleşme Eğitimi;GNL-0046;Barış Yıldız;Girdi;95;100;60;Geçti;Adıyaman;Adıyaman Eğitim Merkezi;23.02.2026 18:00;
SNC-0160;SNV-0009;EĞT-0013;Haberleşme Eğitimi;GNL-0035;Zeynep Polat;Girdi;69;100;60;Geçti;Adıyaman;Adıyaman Eğitim Merkezi;23.02.2026 18:00;
SNC-0161;SNV-0009;EĞT-0013;Haberleşme Eğitimi;GNL-0038;Ayşe Kılıç;Girdi;61;100;60;Geçti;Adıyaman;Adıyaman Eğitim Merkezi;23.02.2026 18:00;
SNC-0162;SNV-0009;EĞT-0013;Haberleşme Eğitimi;GNL-0042;Elif Çetin;Girdi;82;100;60;Geçti;Adıyaman;Adıyaman Eğitim Merkezi;23.02.2026 18:00;
SNC-0163;SNV-0009;EĞT-0013;Haberleşme Eğitimi;GNL-0048;Mert Polat;Girdi;72;100;60;Geçti;Adıyaman;Adıyaman Eğitim Merkezi;23.02.2026 18:00;
SNC-0164;SNV-0009;EĞT-0013;Haberleşme Eğitimi;GNL-0021;Burak Öztürk;Girdi;100;100;60;Geçti;Adıyaman;Adıyaman Eğitim Merkezi;23.02.2026 18:00;
SNC-0165;SNV-0009;EĞT-0013;Haberleşme Eğitimi;GNL-0057;Emre Doğan;Girdi;95;100;60;Geçti;Adıyaman;Adıyaman Eğitim Merkezi;23.02.2026 18:00;
SNC-0166;SNV-0009;EĞT-0013;Haberleşme Eğitimi;GNL-0009;Selin Aslan;Girdi;60;100;60;Geçti;Adıyaman;Adıyaman Eğitim Merkezi;23.02.2026 18:00;
SNC-0167;SNV-0009;EĞT-0013;Haberleşme Eğitimi;GNL-0015;Furkan Öztürk;Girdi;99;100;60;Geçti;Adıyaman;Adıyaman Eğitim Merkezi;23.02.2026 18:00;
SNC-0168;SNV-0009;EĞT-0013;Haberleşme Eğitimi;GNL-0073;Pelin Yılmaz;Girdi;77;100;60;Geçti;Adıyaman;Adıyaman Eğitim Merkezi;23.02.2026 18:00;
SNC-0169;SNV-0009;EĞT-0013;Haberleşme Eğitimi;GNL-0066;Barış Kaya;Girdi;58;100;60;Kaldı;Adıyaman;Adıyaman Eğitim Merkezi;23.02.2026 18:00;
SNC-0170;SNV-0009;EĞT-0013;Haberleşme Eğitimi;GNL-0053;Tolga Kurt;Girdi;60;100;60;Geçti;Adıyaman;Adıyaman Eğitim Merkezi;23.02.2026 18:00;
SNC-0171;SNV-0009;EĞT-0013;Haberleşme Eğitimi;GNL-0071;Hakan Aslan;Girdi;38;100;60;Kaldı;Adıyaman;Adıyaman Eğitim Merkezi;23.02.2026 18:00;
SNC-0172;SNV-0009;EĞT-0013;Haberleşme Eğitimi;GNL-0004;Umut Doğan;Girdi;92;100;60;Geçti;Adıyaman;Adıyaman Eğitim Merkezi;23.02.2026 18:00;
SNC-0173;SNV-0009;EĞT-0013;Haberleşme Eğitimi;GNL-0080;Buse Kaya;Girdi;98;100;60;Geçti;Adıyaman;Adıyaman Eğitim Merkezi;23.02.2026 18:00;
SNC-0174;SNV-0009;EĞT-0013;Haberleşme Eğitimi;GNL-0059;Tuğçe Doğan;Girdi;48;100;60;Kaldı;Adıyaman;Adıyaman Eğitim Merkezi;23.02.2026 18:00;
SNC-0175;SNV-0009;EĞT-0013;Haberleşme Eğitimi;GNL-0043;Nazlı Doğan;Girdi;79;100;60;Geçti;Adıyaman;Adıyaman Eğitim Merkezi;23.02.2026 18:00;
SNC-0176;SNV-0009;EĞT-0013;Haberleşme Eğitimi;GNL-0070;Pelin Aksoy;Girmedi;;100;60;Değerlendirilmedi;Adıyaman;Adıyaman Eğitim Merkezi;23.02.2026 18:00;
SNC-0177;SNV-0009;EĞT-0013;Haberleşme Eğitimi;GNL-0067;Emre Öztürk;Girdi;81;100;60;Geçti;Adıyaman;Adıyaman Eğitim Merkezi;23.02.2026 18:00;
SNC-0178;SNV-0009;EĞT-0013;Haberleşme Eğitimi;GNL-0045;Can Aksoy;Girdi;92;100;60;Geçti;Adıyaman;Adıyaman Eğitim Merkezi;23.02.2026 18:00;
SNC-0179;SNV-0009;EĞT-0013;Haberleşme Eğitimi;GNL-0078;Mert Kara;Girdi;50;100;60;Kaldı;Adıyaman;Adıyaman Eğitim Merkezi;23.02.2026 18:00;
SNC-0180;SNV-0009;EĞT-0013;Haberleşme Eğitimi;GNL-0032;Selin Aslan;Girdi;56;100;60;Kaldı;Adıyaman;Adıyaman Eğitim Merkezi;23.02.2026 18:00;
SNC-0181;SNV-0009;EĞT-0013;Haberleşme Eğitimi;GNL-0069;Elif Çelik;Girdi;96;100;60;Geçti;Adıyaman;Adıyaman Eğitim Merkezi;23.02.2026 18:00;
SNC-0182;SNV-0009;EĞT-0013;Haberleşme Eğitimi;GNL-0058;Melis Kılıç;Girdi;43;100;60;Kaldı;Adıyaman;Adıyaman Eğitim Merkezi;23.02.2026 18:00;
SNC-0183;SNV-0010;EĞT-0014;Haberleşme Eğitimi;GNL-0047;Umut Şahin;Girdi;94;100;60;Geçti;İstanbul;İstanbul AFAD Salonu;22.01.2026 17:00;
SNC-0184;SNV-0010;EĞT-0014;Haberleşme Eğitimi;GNL-0055;İrem Çelik;Girdi;54;100;60;Kaldı;İstanbul;İstanbul AFAD Salonu;22.01.2026 17:00;
SNC-0185;SNV-0010;EĞT-0014;Haberleşme Eğitimi;GNL-0069;Elif Çelik;Girdi;71;100;60;Geçti;İstanbul;İstanbul AFAD Salonu;22.01.2026 17:00;
SNC-0186;SNV-0010;EĞT-0014;Haberleşme Eğitimi;GNL-0037;Onur Aslan;Girdi;43;100;60;Kaldı;İstanbul;İstanbul AFAD Salonu;22.01.2026 17:00;
SNC-0187;SNV-0010;EĞT-0014;Haberleşme Eğitimi;GNL-0013;Mert Aksoy;Girdi;67;100;60;Geçti;İstanbul;İstanbul AFAD Salonu;22.01.2026 17:00;
SNC-0188;SNV-0010;EĞT-0014;Haberleşme Eğitimi;GNL-0004;Umut Doğan;Girdi;91;100;60;Geçti;İstanbul;İstanbul AFAD Salonu;22.01.2026 17:00;
SNC-0189;SNV-0010;EĞT-0014;Haberleşme Eğitimi;GNL-0060;Ceren Aydın;Girdi;52;100;60;Kaldı;İstanbul;İstanbul AFAD Salonu;22.01.2026 17:00;
SNC-0190;SNV-0010;EĞT-0014;Haberleşme Eğitimi;GNL-0057;Emre Doğan;Girdi;46;100;60;Kaldı;İstanbul;İstanbul AFAD Salonu;22.01.2026 17:00;
SNC-0191;SNV-0010;EĞT-0014;Haberleşme Eğitimi;GNL-0066;Barış Kaya;Girmedi;;100;60;Değerlendirilmedi;İstanbul;İstanbul AFAD Salonu;22.01.2026 17:00;
SNC-0192;SNV-0010;EĞT-0014;Haberleşme Eğitimi;GNL-0007;Elif Çelik;Girdi;61;100;60;Geçti;İstanbul;İstanbul AFAD Salonu;22.01.2026 17:00;
SNC-0193;SNV-0010;EĞT-0014;Haberleşme Eğitimi;GNL-0076;Elif Şimşek;Girdi;88;100;60;Geçti;İstanbul;İstanbul AFAD Salonu;22.01.2026 17:00;
SNC-0194;SNV-0010;EĞT-0014;Haberleşme Eğitimi;GNL-0056;Umut Şahin;Girdi;61;100;60;Geçti;İstanbul;İstanbul AFAD Salonu;22.01.2026 17:00;
SNC-0195;SNV-0010;EĞT-0014;Haberleşme Eğitimi;GNL-0068;Buse Aydın;Girdi;60;100;60;Geçti;İstanbul;İstanbul AFAD Salonu;22.01.2026 17:00;
SNC-0196;SNV-0010;EĞT-0014;Haberleşme Eğitimi;GNL-0031;Hakan Yıldız;Girdi;68;100;60;Geçti;İstanbul;İstanbul AFAD Salonu;22.01.2026 17:00;
SNC-0197;SNV-0011;EĞT-0015;Navigasyon Eğitimi;GNL-0013;Mert Aksoy;Girdi;65;100;60;Geçti;Şanlıurfa;Şanlıurfa Eğitim Merkezi;03.06.2026 18:00;
SNC-0198;SNV-0011;EĞT-0015;Navigasyon Eğitimi;GNL-0073;Pelin Yılmaz;Girdi;62;100;60;Geçti;Şanlıurfa;Şanlıurfa Eğitim Merkezi;03.06.2026 18:00;
SNC-0199;SNV-0011;EĞT-0015;Navigasyon Eğitimi;GNL-0032;Selin Aslan;Girdi;51;100;60;Kaldı;Şanlıurfa;Şanlıurfa Eğitim Merkezi;03.06.2026 18:00;
SNC-0200;SNV-0011;EĞT-0015;Navigasyon Eğitimi;GNL-0042;Elif Çetin;Girdi;36;100;60;Kaldı;Şanlıurfa;Şanlıurfa Eğitim Merkezi;03.06.2026 18:00;
SNC-0201;SNV-0011;EĞT-0015;Navigasyon Eğitimi;GNL-0080;Buse Kaya;Girdi;78;100;60;Geçti;Şanlıurfa;Şanlıurfa Eğitim Merkezi;03.06.2026 18:00;
SNC-0202;SNV-0011;EĞT-0015;Navigasyon Eğitimi;GNL-0062;Mehmet Aksoy;Girdi;54;100;60;Kaldı;Şanlıurfa;Şanlıurfa Eğitim Merkezi;03.06.2026 18:00;
SNC-0203;SNV-0011;EĞT-0015;Navigasyon Eğitimi;GNL-0040;Selin Özdemir;Girdi;46;100;60;Kaldı;Şanlıurfa;Şanlıurfa Eğitim Merkezi;03.06.2026 18:00;
SNC-0204;SNV-0011;EĞT-0015;Navigasyon Eğitimi;GNL-0068;Buse Aydın;Girdi;86;100;60;Geçti;Şanlıurfa;Şanlıurfa Eğitim Merkezi;03.06.2026 18:00;
SNC-0205;SNV-0011;EĞT-0015;Navigasyon Eğitimi;GNL-0028;Hakan Şahin;Girdi;79;100;60;Geçti;Şanlıurfa;Şanlıurfa Eğitim Merkezi;03.06.2026 18:00;
SNC-0206;SNV-0011;EĞT-0015;Navigasyon Eğitimi;GNL-0056;Umut Şahin;Girdi;51;100;60;Kaldı;Şanlıurfa;Şanlıurfa Eğitim Merkezi;03.06.2026 18:00;
SNC-0207;SNV-0011;EĞT-0015;Navigasyon Eğitimi;GNL-0059;Tuğçe Doğan;Girdi;74;100;60;Geçti;Şanlıurfa;Şanlıurfa Eğitim Merkezi;03.06.2026 18:00;
SNC-0208;SNV-0011;EĞT-0015;Navigasyon Eğitimi;GNL-0060;Ceren Aydın;Girdi;48;100;60;Kaldı;Şanlıurfa;Şanlıurfa Eğitim Merkezi;03.06.2026 18:00;
SNC-0209;SNV-0011;EĞT-0015;Navigasyon Eğitimi;GNL-0067;Emre Öztürk;Girdi;95;100;60;Geçti;Şanlıurfa;Şanlıurfa Eğitim Merkezi;03.06.2026 18:00;
SNC-0210;SNV-0011;EĞT-0015;Navigasyon Eğitimi;GNL-0017;Pelin Aydın;Girdi;82;100;60;Geçti;Şanlıurfa;Şanlıurfa Eğitim Merkezi;03.06.2026 18:00;
SNC-0211;SNV-0011;EĞT-0015;Navigasyon Eğitimi;GNL-0016;Ece Doğan;Girdi;81;100;60;Geçti;Şanlıurfa;Şanlıurfa Eğitim Merkezi;03.06.2026 18:00;
SNC-0212;SNV-0011;EĞT-0015;Navigasyon Eğitimi;GNL-0001;Tolga Öztürk;Girdi;52;100;60;Kaldı;Şanlıurfa;Şanlıurfa Eğitim Merkezi;03.06.2026 18:00;
SNC-0213;SNV-0011;EĞT-0015;Navigasyon Eğitimi;GNL-0048;Mert Polat;Girdi;66;100;60;Geçti;Şanlıurfa;Şanlıurfa Eğitim Merkezi;03.06.2026 18:00;
SNC-0214;SNV-0011;EĞT-0015;Navigasyon Eğitimi;GNL-0070;Pelin Aksoy;Girdi;71;100;60;Geçti;Şanlıurfa;Şanlıurfa Eğitim Merkezi;03.06.2026 18:00;
SNC-0215;SNV-0011;EĞT-0015;Navigasyon Eğitimi;GNL-0046;Barış Yıldız;Girdi;50;100;60;Kaldı;Şanlıurfa;Şanlıurfa Eğitim Merkezi;03.06.2026 18:00;
SNC-0216;SNV-0011;EĞT-0015;Navigasyon Eğitimi;GNL-0033;Ece Özdemir;Girdi;72;100;60;Geçti;Şanlıurfa;Şanlıurfa Eğitim Merkezi;03.06.2026 18:00;
SNC-0217;SNV-0011;EĞT-0015;Navigasyon Eğitimi;GNL-0020;Zeynep Kaya;Girdi;61;100;60;Geçti;Şanlıurfa;Şanlıurfa Eğitim Merkezi;03.06.2026 18:00;
SNC-0218;SNV-0011;EĞT-0015;Navigasyon Eğitimi;GNL-0012;Elif Kara;Girdi;67;100;60;Geçti;Şanlıurfa;Şanlıurfa Eğitim Merkezi;03.06.2026 18:00;
SNC-0219;SNV-0011;EĞT-0015;Navigasyon Eğitimi;GNL-0053;Tolga Kurt;Girdi;61;100;60;Geçti;Şanlıurfa;Şanlıurfa Eğitim Merkezi;03.06.2026 18:00;
SNC-0220;SNV-0011;EĞT-0015;Navigasyon Eğitimi;GNL-0007;Elif Çelik;Girdi;59;100;60;Kaldı;Şanlıurfa;Şanlıurfa Eğitim Merkezi;03.06.2026 18:00;
SNC-0221;SNV-0011;EĞT-0015;Navigasyon Eğitimi;GNL-0064;Hakan Aslan;Girmedi;;100;60;Değerlendirilmedi;Şanlıurfa;Şanlıurfa Eğitim Merkezi;03.06.2026 18:00;
SNC-0222;SNV-0011;EĞT-0015;Navigasyon Eğitimi;GNL-0047;Umut Şahin;Girdi;88;100;60;Geçti;Şanlıurfa;Şanlıurfa Eğitim Merkezi;03.06.2026 18:00;
SNC-0223;SNV-0011;EĞT-0015;Navigasyon Eğitimi;GNL-0078;Mert Kara;Girdi;95;100;60;Geçti;Şanlıurfa;Şanlıurfa Eğitim Merkezi;03.06.2026 18:00;
SNC-0224;SNV-0011;EĞT-0015;Navigasyon Eğitimi;GNL-0021;Burak Öztürk;Girdi;91;100;60;Geçti;Şanlıurfa;Şanlıurfa Eğitim Merkezi;03.06.2026 18:00;
SNC-0225;SNV-0012;EĞT-0016;Yangın Farkındalık Eğitimi;GNL-0069;Elif Çelik;Girdi;60;100;60;Geçti;Kayseri;Kayseri Koordinasyon Merkezi;16.07.2026 21:00;
SNC-0226;SNV-0012;EĞT-0016;Yangın Farkındalık Eğitimi;GNL-0025;Furkan Şahin;Girdi;72;100;60;Geçti;Kayseri;Kayseri Koordinasyon Merkezi;16.07.2026 21:00;
SNC-0227;SNV-0012;EĞT-0016;Yangın Farkındalık Eğitimi;GNL-0041;Selin Polat;Girdi;55;100;60;Kaldı;Kayseri;Kayseri Koordinasyon Merkezi;16.07.2026 21:00;
SNC-0228;SNV-0012;EĞT-0016;Yangın Farkındalık Eğitimi;GNL-0063;Derya Kaya;Girdi;94;100;60;Geçti;Kayseri;Kayseri Koordinasyon Merkezi;16.07.2026 21:00;
SNC-0229;SNV-0012;EĞT-0016;Yangın Farkındalık Eğitimi;GNL-0071;Hakan Aslan;Girdi;52;100;60;Kaldı;Kayseri;Kayseri Koordinasyon Merkezi;16.07.2026 21:00;
SNC-0230;SNV-0012;EĞT-0016;Yangın Farkındalık Eğitimi;GNL-0042;Elif Çetin;Girdi;55;100;60;Kaldı;Kayseri;Kayseri Koordinasyon Merkezi;16.07.2026 21:00;
